date,day_of_week,month,season,hotel_id,room_type,base_price,occupancy_rate,rooms_available,bookings_last_7_days,bookings_last_14_days,bookings_last_30_days,cancellation_rate,average_booking_lead_time,temperature,rainfall,weather_condition,is_weekend,is_holiday,festival_importance,local_event,event_importance,competitor_price,historical_demand
2025-11-26,Wednesday,11,Peak Winter,1,Premium,5000.0,74.7,6,14,28,58,3.7,25,16.7,0.0,Good,False,False,None,None,None,5680.0,60.7
2026-05-27,Wednesday,5,Summer,1,Deluxe,3500.0,44.9,13,6,15,21,12.6,19,43.9,0.0,Normal,False,False,None,None,None,3520.0,31.1
2026-03-27,Friday,3,Shoulder,1,Deluxe,3500.0,93.4,1,19,36,73,7.8,87,24.5,2.3,Sunny,True,False,Major,None,None,4220.0,100.0
2025-12-09,Tuesday,12,Peak Winter,1,Standard,2500.0,95.0,1,17,31,70,5.8,8,21.4,0.0,Excellent,False,False,None,Royal Destination Wedding Season,High,3340.0,75.4
2025-01-09,Thursday,1,Peak Winter,1,Standard,2500.0,76.0,5,12,22,54,13.2,7,19.1,0.0,Excellent,False,False,None,None,None,2790.0,56.8
2025-01-13,Monday,1,Peak Winter,1,Suite,8000.0,74.2,6,13,26,47,7.2,15,15.6,0.0,Good,False,False,None,None,None,9740.0,58.3
2026-02-08,Sunday,2,Shoulder,1,Deluxe,3500.0,75.6,5,16,31,69,5.9,5,26.9,3.5,Good,True,False,None,None,None,4190.0,80.4
2026-03-19,Thursday,3,Shoulder,1,Premium,5000.0,64.3,8,9,18,31,11.0,11,25.8,0.7,Normal,False,False,None,None,None,5430.0,45.5
2025-11-25,Tuesday,11,Peak Winter,1,Standard,2500.0,84.5,3,17,38,68,13.5,62,21.5,0.0,Sunny,False,False,None,None,None,2940.0,71.2
2025-11-14,Friday,11,Peak Winter,1,Standard,2500.0,98.0,1,17,37,68,4.5,13,18.9,0.0,Excellent,True,False,None,Pushkar Camel Fair,High,3120.0,91.6
2025-07-02,Wednesday,7,Monsoon,1,Suite,8000.0,41.3,14,8,20,33,7.3,14,28.3,30.4,Rain,False,False,None,None,None,7590.0,34.1
2025-08-19,Tuesday,8,Monsoon,1,Standard,2500.0,58.0,10,9,16,39,9.1,13,28.5,45.8,Heavy Rain,False,False,None,None,None,2540.0,43.0
2025-05-27,Tuesday,5,Summer,1,Premium,5000.0,43.3,13,6,9,30,6.8,53,41.2,0.0,Extreme,False,False,None,None,None,5220.0,30.5
2025-10-28,Tuesday,10,Shoulder,1,Deluxe,3500.0,68.7,7,14,27,60,6.0,12,28.5,0.4,Sunny,False,False,None,None,None,4160.0,58.3
2025-02-08,Saturday,2,Shoulder,1,Standard,2500.0,80.7,4,14,27,56,10.0,5,24.8,4.3,Good,True,False,None,None,None,3030.0,78.1
2026-01-03,Saturday,1,Peak Winter,1,Premium,5000.0,82.6,4,13,25,53,6.0,61,23.7,0.0,Sunny,True,False,None,None,None,5980.0,76.6
2025-09-20,Saturday,9,Summer,1,Suite,8000.0,52.6,11,9,18,32,4.9,14,27.8,3.1,Good,True,False,None,International Medical Conference,Medium,8600.0,55.8
2026-01-13,Tuesday,1,Peak Winter,1,Premium,5000.0,69.3,7,14,28,57,7.3,39,18.5,0.0,Good,False,False,None,None,None,5530.0,58.5
2026-05-31,Sunday,5,Summer,1,Standard,2500.0,49.8,12,11,26,39,6.1,16,41.8,0.0,Normal,True,False,None,None,None,2710.0,59.1
2026-04-21,Tuesday,4,Summer,1,Suite,8000.0,29.0,17,6,10,27,3.3,25,31.8,4.3,Sunny,False,False,None,None,None,7230.0,24.8
2026-04-12,Sunday,4,Summer,1,Deluxe,3500.0,65.9,8,13,30,50,13.8,120,30.1,3.1,Good,True,False,None,IPL Cricket Match (Sawai Mansingh Stadium),Very High,4030.0,70.0
2025-12-21,Sunday,12,Peak Winter,1,Standard,2500.0,98.0,1,15,32,66,8.3,4,17.4,0.0,Good,True,False,None,None,None,3230.0,87.2
2025-12-03,Wednesday,12,Peak Winter,1,Premium,5000.0,83.2,4,13,25,53,13.3,37,23.3,0.0,Good,False,False,None,None,None,5900.0,61.9
2026-06-15,Monday,6,Summer,1,Deluxe,3500.0,42.8,13,9,16,35,6.1,35,43.4,0.0,Normal,False,False,None,None,None,3790.0,36.9
2025-07-15,Tuesday,7,Monsoon,1,Deluxe,3500.0,47.5,12,11,19,44,5.1,8,31.0,2.0,Normal,False,False,None,None,None,3400.0,43.2
2025-11-19,Wednesday,11,Peak Winter,1,Standard,2500.0,81.6,4,14,28,56,10.1,22,15.5,0.0,Good,False,False,None,None,None,2890.0,63.4
2025-03-04,Tuesday,3,Shoulder,1,Standard,2500.0,63.1,8,9,19,39,13.4,25,24.9,2.2,Normal,False,False,None,None,None,2700.0,45.1
2026-02-14,Saturday,2,Shoulder,1,Premium,5000.0,86.1,3,18,40,69,8.5,6,26.1,0.3,Normal,True,False,None,None,None,5990.0,89.1
2025-01-02,Thursday,1,Peak Winter,1,Standard,2500.0,75.7,5,12,28,44,13.7,14,21.5,0.0,Good,False,False,None,None,None,2760.0,56.7
2026-01-25,Sunday,1,Peak Winter,1,Deluxe,3500.0,84.3,3,13,24,51,3.3,10,23.0,0.0,Excellent,True,True,None,None,None,4140.0,77.3
2026-05-24,Sunday,5,Summer,1,Standard,2500.0,56.7,10,13,29,48,3.3,3,42.8,0.0,Extreme,True,False,None,None,None,2880.0,66.3
2026-05-12,Tuesday,5,Summer,1,Suite,8000.0,40.9,14,8,14,36,5.2,18,39.5,0.0,Extreme,False,False,None,None,None,8320.0,34.0
2025-03-29,Saturday,3,Shoulder,1,Standard,2500.0,71.9,6,10,19,46,3.1,17,25.1,2.7,Normal,True,False,None,None,None,3010.0,65.8
2026-05-19,Tuesday,5,Summer,1,Premium,5000.0,44.8,13,7,12,27,4.2,33,38.1,0.0,Extreme,False,False,None,None,None,5290.0,33.3
2025-10-30,Thursday,10,Shoulder,1,Deluxe,3500.0,70.3,7,10,20,44,12.5,27,29.0,2.4,Sunny,False,False,None,None,None,4240.0,50.1
2025-07-10,Thursday,7,Monsoon,1,Deluxe,3500.0,42.1,13,6,9,19,12.0,11,31.3,19.5,Heavy Rain,False,False,None,None,None,3260.0,30.0
2025-05-24,Saturday,5,Summer,1,Deluxe,3500.0,57.0,10,11,24,45,11.0,4,40.1,0.0,Extreme,True,False,None,None,None,3810.0,62.0
2025-07-09,Wednesday,7,Monsoon,1,Deluxe,3500.0,39.4,14,10,21,46,11.9,8,29.3,56.0,Heavy Rain,False,False,None,None,None,3200.0,37.8
2026-03-20,Friday,3,Shoulder,1,Standard,2500.0,78.4,5,13,29,48,7.8,5,31.3,2.2,Good,True,False,None,None,None,2940.0,74.9
2025-03-26,Wednesday,3,Shoulder,1,Deluxe,3500.0,84.9,3,16,34,68,6.2,7,28.2,1.0,Normal,False,False,Major,None,None,4440.0,89.2
2026-02-04,Wednesday,2,Shoulder,1,Deluxe,3500.0,62.4,9,14,32,54,12.7,7,26.4,0.8,Sunny,False,False,None,None,None,4090.0,55.7
2025-12-30,Tuesday,12,Peak Winter,1,Suite,8000.0,83.3,4,15,31,55,10.9,19,14.8,0.0,Good,False,True,None,New Year Gala Eve,Peak,9870.0,66.3
2025-03-16,Sunday,3,Shoulder,1,Standard,2500.0,76.9,5,14,28,57,12.5,26,25.6,4.2,Normal,True,False,None,None,None,3090.0,76.6
2025-12-01,Monday,12,Peak Winter,1,Standard,2500.0,81.7,4,17,33,72,7.1,22,18.7,0.0,Sunny,False,False,None,None,None,3040.0,70.1
2025-02-11,Tuesday,2,Shoulder,1,Suite,8000.0,69.8,7,12,24,52,10.5,12,31.1,0.4,Normal,False,False,None,None,None,9110.0,54.3
2025-12-22,Monday,12,Peak Winter,1,Standard,2500.0,81.8,4,16,34,60,13.5,9,21.9,0.0,Excellent,False,False,None,None,None,2800.0,67.9
2026-01-31,Saturday,1,Peak Winter,1,Deluxe,3500.0,92.0,1,15,33,64,5.8,9,23.9,0.0,Excellent,True,False,None,None,None,4170.0,84.8
2026-04-03,Friday,4,Summer,1,Premium,5000.0,55.0,10,12,24,54,11.1,7,26.6,0.7,Normal,True,False,None,None,None,5540.0,63.4
2025-10-15,Wednesday,10,Shoulder,1,Standard,2500.0,66.1,8,14,32,53,9.1,31,28.0,3.4,Normal,False,False,None,None,None,2760.0,57.3
2025-01-30,Thursday,1,Peak Winter,1,Suite,8000.0,94.1,1,19,36,79,12.8,11,19.5,0.0,Good,False,False,None,Jaipur Literature Festival,High,10620.0,79.5
2025-12-06,Saturday,12,Peak Winter,1,Standard,2500.0,86.4,3,14,26,62,6.1,13,21.6,0.0,Good,True,False,None,None,None,2840.0,80.4
2025-04-26,Saturday,4,Summer,1,Standard,2500.0,45.0,13,10,22,42,10.8,4,29.6,1.8,Sunny,True,False,None,None,None,2670.0,55.0
2025-06-21,Saturday,6,Summer,1,Standard,2500.0,51.2,11,8,18,37,10.8,3,42.2,0.0,Extreme,True,False,None,None,None,2680.0,53.1
2026-01-21,Wednesday,1,Peak Winter,1,Deluxe,3500.0,74.2,6,16,32,70,7.6,15,17.3,0.0,Excellent,False,False,None,None,None,3970.0,64.9
2025-03-28,Friday,3,Shoulder,1,Standard,2500.0,75.6,5,15,32,60,4.6,21,30.3,3.1,Good,True,False,None,None,None,3080.0,78.2
2025-05-19,Monday,5,Summer,1,Standard,2500.0,45.8,13,6,13,29,5.9,20,40.2,0.0,Extreme,False,False,None,None,None,2330.0,31.5
2025-11-28,Friday,11,Peak Winter,1,Suite,8000.0,92.4,1,17,33,69,9.8,10,22.0,0.0,Sunny,True,False,None,None,None,9690.0,89.4
2025-06-15,Sunday,6,Summer,1,Deluxe,3500.0,45.8,13,9,21,38,6.5,13,38.6,0.0,Extreme,True,False,None,None,None,3740.0,53.1
2026-06-15,Monday,6,Summer,1,Deluxe,3500.0,40.2,14,9,18,33,5.4,9,38.5,0.0,Normal,False,False,None,None,None,3330.0,35.9
2025-12-09,Tuesday,12,Peak Winter,1,Standard,2500.0,93.1,1,18,34,74,11.2,13,23.5,0.0,Sunny,False,False,None,Royal Destination Wedding Season,High,3240.0,76.8
2025-01-06,Monday,1,Peak Winter,1,Standard,2500.0,80.1,4,17,32,66,3.7,63,20.0,0.0,Excellent,False,False,None,None,None,2760.0,69.4
2025-08-31,Sunday,8,Monsoon,1,Premium,5000.0,43.8,13,8,17,34,13.4,3,31.1,18.0,Heavy Rain,True,False,None,None,None,5170.0,50.1
2026-01-19,Monday,1,Peak Winter,1,Suite,8000.0,83.2,4,17,32,66,10.6,9,14.1,0.0,Excellent,False,False,None,None,None,8990.0,70.7
2025-12-14,Sunday,12,Peak Winter,1,Suite,8000.0,95.3,1,15,32,64,5.4,34,14.9,0.0,Sunny,True,False,None,None,None,10060.0,86.1
2025-05-24,Saturday,5,Summer,1,Premium,5000.0,45.4,13,9,20,35,7.8,13,39.2,0.0,Normal,True,False,None,None,None,4770.0,53.0
2025-07-16,Wednesday,7,Monsoon,1,Premium,5000.0,44.6,13,8,13,32,5.1,10,28.6,20.9,Heavy Rain,False,False,None,None,None,5090.0,35.4
2025-01-09,Thursday,1,Peak Winter,1,Deluxe,3500.0,85.3,3,17,34,70,5.2,11,17.4,0.0,Excellent,False,False,None,None,None,4420.0,71.5
2025-02-27,Thursday,2,Shoulder,1,Standard,2500.0,75.2,5,14,27,61,13.7,7,28.4,1.0,Normal,False,False,None,None,None,2700.0,60.9
2025-03-31,Monday,3,Shoulder,1,Standard,2500.0,66.6,8,9,16,32,13.5,34,30.9,3.6,Sunny,False,False,None,None,None,2950.0,46.5
2026-04-19,Sunday,4,Summer,1,Premium,5000.0,53.1,11,9,21,42,11.3,19,30.5,0.8,Normal,True,False,None,None,None,5620.0,56.1
2025-10-31,Friday,10,Shoulder,1,Suite,8000.0,66.6,8,12,22,43,5.0,32,26.0,4.5,Sunny,True,False,None,None,None,9340.0,68.0
2025-10-10,Friday,10,Shoulder,1,Suite,8000.0,81.1,4,17,35,74,9.1,4,27.2,0.0,Sunny,True,False,Medium,None,None,9000.0,100.0
2025-07-26,Saturday,7,Monsoon,1,Standard,2500.0,44.0,13,5,7,17,6.8,15,28.9,37.9,Heavy Rain,True,False,None,None,None,2510.0,43.6
2026-03-13,Friday,3,Shoulder,1,Standard,2500.0,79.0,5,14,27,55,6.4,17,30.7,0.7,Good,True,False,None,None,None,2920.0,77.4
2025-03-25,Tuesday,3,Shoulder,1,Premium,5000.0,84.2,3,14,32,54,5.5,25,28.1,3.7,Normal,False,False,Major,None,None,5620.0,84.5
2026-04-02,Thursday,4,Summer,1,Deluxe,3500.0,47.9,12,9,19,37,6.3,15,25.7,4.3,Normal,False,False,None,None,None,3380.0,39.0
2025-01-16,Thursday,1,Peak Winter,1,Premium,5000.0,77.3,5,12,24,48,11.3,9,20.5,0.0,Excellent,False,False,None,None,None,5940.0,57.3
2025-09-18,Thursday,9,Summer,1,Suite,8000.0,40.0,14,10,18,39,3.5,34,27.3,0.3,Good,False,False,None,International Medical Conference,Medium,7520.0,38.0
2026-05-23,Saturday,5,Summer,1,Suite,8000.0,54.2,10,7,14,26,4.1,22,38.8,0.0,Normal,True,False,None,None,None,8990.0,52.1
2026-01-16,Friday,1,Peak Winter,1,Standard,2500.0,84.5,3,17,37,70,11.8,28,15.8,0.0,Excellent,True,False,None,None,None,3050.0,86.2
2025-03-29,Saturday,3,Shoulder,1,Premium,5000.0,83.8,3,15,34,65,7.9,11,24.5,3.6,Good,True,False,None,None,None,5850.0,81.5
2025-10-09,Thursday,10,Shoulder,1,Standard,2500.0,64.7,8,9,22,33,11.2,20,31.7,3.7,Sunny,False,False,None,None,None,2710.0,45.7
2026-02-23,Monday,2,Shoulder,1,Deluxe,3500.0,61.9,9,10,17,39,3.6,19,25.4,4.7,Sunny,False,False,None,None,None,3790.0,46.7
2025-10-20,Monday,10,Shoulder,1,Suite,8000.0,62.9,8,13,26,57,11.2,7,27.8,0.1,Good,False,False,None,None,None,8630.0,53.8
2025-10-07,Tuesday,10,Shoulder,1,Standard,2500.0,64.2,8,10,23,36,7.5,8,29.2,2.4,Good,False,False,None,None,None,2570.0,47.7
2025-11-21,Friday,11,Peak Winter,1,Standard,2500.0,89.3,2,19,35,72,11.8,3,22.0,0.0,Good,True,False,None,None,None,3180.0,92.5
2025-08-08,Friday,8,Monsoon,1,Suite,8000.0,63.8,8,11,25,41,13.7,6,31.6,18.3,Rain,True,False,None,None,None,8230.0,64.7
2025-08-13,Wednesday,8,Monsoon,1,Premium,5000.0,41.2,14,7,18,24,4.7,7,29.4,13.1,Rain,False,True,None,None,None,4830.0,31.9
2025-04-23,Wednesday,4,Summer,1,Deluxe,3500.0,35.6,15,8,13,31,12.0,8,31.0,3.3,Good,False,False,None,None,None,3300.0,31.8
2025-05-02,Friday,5,Summer,1,Deluxe,3500.0,51.2,11,9,21,40,13.2,3,43.0,0.0,Extreme,True,False,None,None,None,3410.0,55.3
2026-04-28,Tuesday,4,Summer,1,Standard,2500.0,33.9,15,4,9,16,10.1,33,28.0,0.6,Normal,False,False,None,None,None,2370.0,22.3
2025-10-16,Thursday,10,Shoulder,1,Suite,8000.0,61.9,9,14,30,59,7.6,8,31.4,0.2,Normal,False,False,None,None,None,8830.0,55.6
2026-01-22,Thursday,1,Peak Winter,1,Standard,2500.0,76.5,5,16,30,69,5.1,15,22.4,0.0,Sunny,False,False,None,None,None,2900.0,65.8
2026-03-01,Sunday,3,Shoulder,1,Suite,8000.0,81.2,4,16,36,62,7.9,8,31.8,4.4,Normal,True,False,None,None,None,9430.0,82.7
2025-06-22,Sunday,6,Summer,1,Suite,8000.0,54.8,10,11,20,40,8.3,8,42.1,0.0,Extreme,True,False,None,None,None,8020.0,61.1
2025-08-12,Tuesday,8,Monsoon,1,Deluxe,3500.0,44.4,13,6,15,22,8.8,15,28.9,11.0,Heavy Rain,False,False,None,None,None,3530.0,31.0
2026-01-25,Sunday,1,Peak Winter,1,Deluxe,3500.0,93.6,1,17,38,67,4.9,10,16.4,0.0,Excellent,True,True,None,None,None,4470.0,89.8
2025-11-13,Thursday,11,Peak Winter,1,Deluxe,3500.0,92.9,1,14,32,59,9.3,11,22.8,0.0,Excellent,False,False,None,Pushkar Camel Fair,High,4110.0,67.9
2025-05-16,Friday,5,Summer,1,Suite,8000.0,46.8,12,7,18,26,5.3,8,38.3,0.0,Normal,True,False,None,None,None,8440.0,49.1
2025-06-14,Saturday,6,Summer,1,Deluxe,3500.0,48.1,12,9,17,33,12.1,4,42.3,0.0,Extreme,True,False,None,None,None,3350.0,54.0
2025-07-12,Saturday,7,Monsoon,1,Standard,2500.0,53.7,11,10,20,40,11.7,41,28.0,60.0,Heavy Rain,True,False,None,None,None,2550.0,58.5
2026-01-03,Saturday,1,Peak Winter,1,Deluxe,3500.0,91.1,2,15,34,55,5.4,19,20.5,0.0,Excellent,True,False,None,None,None,4420.0,84.4
2025-01-07,Tuesday,1,Peak Winter,1,Deluxe,3500.0,89.9,2,17,33,69,5.4,7,23.9,0.0,Excellent,False,False,None,None,None,4340.0,73.4
2026-05-30,Saturday,5,Summer,1,Premium,5000.0,50.3,11,11,24,43,13.4,3,39.8,0.0,Normal,True,False,None,None,None,4950.0,59.3
2025-05-25,Sunday,5,Summer,1,Suite,8000.0,53.1,11,7,11,23,11.1,12,42.9,0.0,Normal,True,False,None,None,None,9050.0,51.6
2025-04-11,Friday,4,Summer,1,Suite,8000.0,49.1,12,6,12,20,9.5,21,28.8,1.7,Normal,True,False,Medium,None,None,8580.0,67.8
2025-03-25,Tuesday,3,Shoulder,1,Standard,2500.0,95.6,1,16,34,64,6.3,8,24.1,2.3,Sunny,False,False,Major,None,None,3310.0,93.4
2026-02-26,Thursday,2,Shoulder,1,Premium,5000.0,62.2,9,9,21,34,6.1,31,27.8,4.9,Normal,False,False,None,None,None,5450.0,44.7
2025-10-06,Monday,10,Shoulder,1,Premium,5000.0,60.9,9,8,13,33,4.3,11,26.1,0.9,Normal,False,False,None,None,None,5160.0,41.9
2026-06-10,Wednesday,6,Summer,1,Premium,5000.0,42.6,13,5,10,26,8.9,8,42.2,0.0,Normal,False,False,None,None,None,5150.0,28.0
2026-03-20,Friday,3,Shoulder,1,Suite,8000.0,73.4,6,11,21,41,5.7,27,29.8,3.4,Good,True,False,None,None,None,8680.0,68.5
2026-05-31,Sunday,5,Summer,1,Deluxe,3500.0,50.0,12,11,23,50,3.4,29,42.5,0.0,Extreme,True,False,None,None,None,3810.0,59.2
2026-02-26,Thursday,2,Shoulder,1,Premium,5000.0,67.4,7,15,30,56,7.7,12,25.3,1.5,Good,False,False,None,None,None,5640.0,59.9
2025-12-21,Sunday,12,Peak Winter,1,Standard,2500.0,88.9,2,16,32,60,11.2,20,15.9,0.0,Excellent,True,False,None,None,None,3050.0,85.8
2026-01-08,Thursday,1,Peak Winter,1,Premium,5000.0,75.8,5,11,26,39,12.0,7,16.2,0.0,Good,False,False,None,None,None,6020.0,54.5
2026-06-08,Monday,6,Summer,1,Premium,5000.0,42.7,13,7,18,23,8.0,8,39.4,0.0,Extreme,False,False,None,None,None,4630.0,32.5
2025-09-26,Friday,9,Summer,1,Standard,2500.0,54.3,10,7,11,34,13.7,11,25.5,3.4,Sunny,True,False,None,None,None,2600.0,52.1
2025-11-07,Friday,11,Peak Winter,1,Premium,5000.0,88.2,2,14,30,51,12.4,40,23.1,0.0,Sunny,True,False,None,None,None,6160.0,81.1
2026-06-20,Saturday,6,Summer,1,Standard,2500.0,52.1,11,8,20,28,11.0,8,41.5,0.0,Extreme,True,False,None,None,None,2820.0,53.5
2026-04-27,Monday,4,Summer,1,Premium,5000.0,43.6,13,5,8,25,8.6,26,26.4,1.1,Good,False,False,None,None,None,5430.0,28.4
2026-01-07,Wednesday,1,Peak Winter,1,Standard,2500.0,73.1,6,12,23,52,5.9,7,23.3,0.0,Excellent,False,False,None,None,None,2880.0,55.6
2025-03-02,Sunday,3,Shoulder,1,Deluxe,3500.0,80.2,4,15,31,65,5.5,5,29.9,0.7,Sunny,True,False,None,None,None,4220.0,80.1
2025-10-16,Thursday,10,Shoulder,1,Deluxe,3500.0,66.2,8,9,19,32,12.8,10,31.7,1.8,Sunny,False,False,None,None,None,3940.0,46.3
2025-02-10,Monday,2,Shoulder,1,Suite,8000.0,63.2,8,13,29,52,9.3,7,31.9,3.2,Good,False,False,None,None,None,8610.0,53.9
2025-11-05,Wednesday,11,Peak Winter,1,Standard,2500.0,79.2,5,14,26,54,8.6,19,21.8,0.0,Excellent,False,False,None,None,None,3160.0,62.5
2025-05-01,Thursday,5,Summer,1,Suite,8000.0,44.4,13,5,14,18,10.1,13,41.9,0.0,Extreme,False,False,None,None,None,8300.0,28.7
2025-09-22,Monday,9,Summer,1,Deluxe,3500.0,39.1,14,9,19,42,5.4,26,24.3,0.8,Normal,False,False,None,International Medical Conference,Medium,3440.0,35.5
2026-01-19,Monday,1,Peak Winter,1,Deluxe,3500.0,74.9,6,13,30,58,10.6,15,21.7,0.0,Good,False,False,None,None,None,4260.0,58.6
2025-12-18,Thursday,12,Peak Winter,1,Premium,5000.0,81.1,4,16,33,62,3.6,10,14.7,0.0,Sunny,False,False,None,None,None,6380.0,67.6
2025-12-12,Friday,12,Peak Winter,1,Standard,2500.0,98.0,1,17,35,67,9.7,5,20.4,0.0,Excellent,True,False,None,Royal Destination Wedding Season,High,3220.0,91.6
2025-12-15,Monday,12,Peak Winter,1,Suite,8000.0,69.1,7,14,31,51,3.6,8,18.6,0.0,Sunny,False,False,None,None,None,8710.0,58.5
2025-06-21,Saturday,6,Summer,1,Deluxe,3500.0,63.5,8,12,28,50,6.5,34,40.3,0.0,Extreme,True,False,None,None,None,3800.0,66.8
2026-02-22,Sunday,2,Shoulder,1,Deluxe,3500.0,79.0,5,14,29,53,3.7,5,24.6,1.2,Good,True,False,None,None,None,4270.0,77.4
2026-01-27,Tuesday,1,Peak Winter,1,Standard,2500.0,79.2,4,12,21,53,6.3,13,22.8,0.0,Sunny,False,True,None,None,None,3040.0,58.1
2025-07-12,Saturday,7,Monsoon,1,Deluxe,3500.0,49.6,12,8,18,35,13.4,33,31.4,47.3,Heavy Rain,True,False,None,None,None,3820.0,52.4
2025-07-23,Wednesday,7,Monsoon,1,Suite,8000.0,41.2,14,7,14,30,8.5,16,29.0,58.1,Rain,False,False,None,None,None,8020.0,31.9
2025-08-30,Saturday,8,Monsoon,1,Premium,5000.0,52.1,11,12,22,46,12.1,4,28.1,35.6,Rain,True,False,None,None,None,5400.0,62.2
2026-05-31,Sunday,5,Summer,1,Suite,8000.0,50.9,11,7,11,34,5.9,24,42.8,0.0,Normal,True,False,None,None,None,8750.0,50.8
2026-03-07,Saturday,3,Shoulder,1,Standard,2500.0,71.0,6,13,30,50,5.2,9,30.9,4.0,Good,True,False,Low,None,None,2750.0,92.0
2026-01-15,Thursday,1,Peak Winter,1,Premium,5000.0,76.8,5,16,36,64,10.7,14,21.5,0.0,Good,False,False,None,None,None,5670.0,65.9
2026-03-13,Friday,3,Shoulder,1,Deluxe,3500.0,77.6,5,13,29,51,4.7,5,24.1,3.0,Sunny,True,False,None,None,None,4200.0,74.6
2025-06-14,Saturday,6,Summer,1,Premium,5000.0,40.3,14,8,14,32,6.2,6,41.3,0.0,Extreme,True,False,None,None,None,4510.0,48.7
2025-07-11,Friday,7,Monsoon,1,Standard,2500.0,50.5,11,10,24,42,12.5,11,29.5,26.0,Rain,True,False,None,None,None,2450.0,57.2
2025-07-26,Saturday,7,Monsoon,1,Deluxe,3500.0,68.1,7,12,23,45,5.5,18,28.1,2.0,Normal,True,False,None,None,None,3650.0,68.7
2025-03-30,Sunday,3,Shoulder,1,Deluxe,3500.0,73.8,6,11,19,42,3.7,9,25.0,1.6,Sunny,True,False,None,None,None,3850.0,68.7
2025-06-19,Thursday,6,Summer,1,Suite,8000.0,42.1,13,10,19,39,3.9,13,38.6,0.0,Normal,False,False,None,None,None,7970.0,38.8
2026-06-11,Thursday,6,Summer,1,Standard,2500.0,43.0,13,10,21,46,13.4,16,43.6,0.0,Extreme,False,False,None,None,None,2310.0,39.2
2025-12-31,Wednesday,12,Peak Winter,1,Deluxe,3500.0,72.1,6,15,27,66,10.7,16,17.6,0.0,Good,False,True,None,New Year Gala Eve,Peak,4210.0,61.8
2025-07-22,Tuesday,7,Monsoon,1,Standard,2500.0,42.2,13,9,18,32,6.1,14,32.4,50.6,Rain,False,False,None,None,None,2340.0,36.7
2025-09-14,Sunday,9,Summer,1,Standard,2500.0,53.6,11,11,26,43,6.9,20,25.5,0.7,Sunny,True,False,None,None,None,2670.0,60.6
2025-12-24,Wednesday,12,Peak Winter,1,Premium,5000.0,93.5,1,15,27,59,9.9,17,21.1,0.0,Good,False,False,Major,None,None,6250.0,90.4
2025-08-01,Friday,8,Monsoon,1,Deluxe,3500.0,49.6,12,8,17,38,10.4,7,28.4,54.7,Rain,True,False,None,None,None,3730.0,52.5
2026-06-17,Wednesday,6,Summer,1,Premium,5000.0,36.9,15,4,6,13,8.0,14,40.8,0.0,Normal,False,False,None,None,None,4600.0,23.5
2026-05-07,Thursday,5,Summer,1,Suite,8000.0,42.2,13,8,18,38,3.2,8,40.0,0.0,Extreme,False,False,None,None,None,8390.0,34.5
2025-04-29,Tuesday,4,Summer,1,Standard,2500.0,42.3,13,10,17,41,4.8,41,24.4,4.4,Sunny,False,False,None,None,None,2620.0,38.9
2025-06-24,Tuesday,6,Summer,1,Suite,8000.0,43.6,13,10,19,37,4.8,14,38.4,0.0,Extreme,False,False,None,None,None,7730.0,39.4
2025-07-05,Saturday,7,Monsoon,1,Deluxe,3500.0,53.8,11,8,19,35,11.3,4,29.0,17.9,Rain,True,False,None,None,None,3470.0,54.1
2025-04-15,Tuesday,4,Summer,1,Deluxe,3500.0,55.8,10,9,21,42,12.0,41,30.6,1.3,Good,False,False,None,IPL Cricket Match (Sawai Mansingh Stadium),Very High,3920.0,42.1
2025-05-20,Tuesday,5,Summer,1,Deluxe,3500.0,46.2,12,7,18,33,4.9,18,40.9,0.0,Normal,False,False,None,None,None,3420.0,33.9
2025-07-07,Monday,7,Monsoon,1,Suite,8000.0,50.5,11,10,19,45,9.9,11,28.9,2.0,Normal,False,False,None,None,None,8260.0,42.2
2025-06-06,Friday,6,Summer,1,Deluxe,3500.0,52.0,11,8,19,32,5.7,4,40.9,0.0,Extreme,True,False,None,None,None,3700.0,53.4
2025-09-26,Friday,9,Summer,1,Suite,8000.0,53.4,11,7,15,27,7.7,7,25.6,2.3,Sunny,True,False,None,None,None,8220.0,51.8
2025-12-16,Tuesday,12,Peak Winter,1,Premium,5000.0,81.9,4,16,31,59,9.0,62,20.4,0.0,Sunny,False,False,None,None,None,6160.0,67.9
2026-01-03,Saturday,1,Peak Winter,1,Suite,8000.0,90.0,2,17,36,70,11.9,31,20.9,0.0,Good,True,False,None,None,None,9290.0,88.4
2025-06-08,Sunday,6,Summer,1,Suite,8000.0,55.7,10,10,20,35,3.0,9,42.1,0.0,Extreme,True,False,None,None,None,8180.0,59.3
2026-03-19,Thursday,3,Shoulder,1,Premium,5000.0,66.5,8,13,25,55,3.2,18,32.0,0.8,Sunny,False,False,None,None,None,5970.0,55.2
2025-08-25,Monday,8,Monsoon,1,Premium,5000.0,38.5,14,9,21,39,12.3,7,31.0,2.0,Normal,False,False,None,None,None,4520.0,35.2
2025-08-23,Saturday,8,Monsoon,1,Premium,5000.0,54.2,10,8,17,28,5.1,13,30.2,63.4,Rain,True,False,None,None,None,5170.0,54.3
2026-05-08,Friday,5,Summer,1,Standard,2500.0,52.1,11,10,21,42,13.0,5,43.2,0.0,Normal,True,False,None,None,None,2670.0,57.8
